DeviceID,TypeofDevice,SoftwareVersion,Patched,ManagementGroupEmail,GroupID
1e747301-4cf0-4941-9954-186e94c58e4e,Mobile Device,Microsoft Project 2019,No,annetteclark@pope-ferguson.net,16
0a540058-3d54-4c8b-8b0a-1c8c6f9d82a4,Laptop,Mozilla Firefox 78,No,fhester@smith.com,15
b2896f29-74c8-4091-bfa7-68f39739f183,Mobile Device,Mozilla Firefox 79,Yes,michaelcohen@moore.info,20
27078988-43b9-4d32-8cb6-06acb331b081,Server,Microsoft Windows 10,Yes,ryan95@estes.com,12
81b2cfdb-29b9-4246-9a62-1c0d57607ddd,Mobile Device,Adobe Acrobat 2022,No,frederickmoran@phillips.com,17
8cfca1b0-7eac-43ad-b72f-b8036bebc3a0,Mobile Device,Apple iOS 15,Yes,weaverdonna@walker-fitzgerald.com,11
c584dbbe-7b7b-436c-bc3f-a7d1ead6a72b,Laptop,Microsoft Office 2019,No,cswanson@lee.com,4
f6f1ef33-37f0-400e-98c4-74aa58eea8b9,Server,Microsoft Windows 11,No,david28@nelson.com,18
5005523c-e0b8-4a66-b366-d0808d274aa0,Server,Microsoft Windows 11,No,jacksonmichael@preston-mejia.org,10
3378a32a-460a-4558-9bec-2d178cb2113d,Mobile Device,Microsoft SQL Server 2022,No,twood@cook.com,19
2c18fe19-cfed-4934-8b9d-3181a8771fbb,Laptop,Microsoft Office 2019,Yes,millerholly@johnson-love.com,7
6e3b209c-128f-4484-9e32-fca6f887b823,Laptop,Google Chrome 90,Yes,burtonjohn@bryant.org,5
da96a6c9-b9e0-4af4-b49b-cb3ce03478c3,Laptop,Apple macOS Big Sur,No,campbelljill@snyder-smith.org,18
9b8c4ffb-bc1e-47c4-868c-68f103e65342,Server,VPN Software v1.0,Yes,rschultz@love-johnson.com,16
0aea4359-e795-46f4-89c5-be357108979f,Laptop,Apple macOS Big Sur,No,tgreen@love.info,7
a9b05afc-592b-4f8a-894e-1e54381e7b5b,Laptop,VPN Software v2.0,Yes,matthew52@evans.biz,13
33382687-338a-4acf-9758-db06c5f0a0d6,Mobile Device,Apple macOS Monterey,No,amandacarter@steele-curtis.com,2
8d1b5215-7dd0-4ec8-a7f2-3c4c85817907,Laptop,Microsoft SQL Server 2019,No,john88@duncan.com,5
fff65548-57fd-4be6-822b-3b9a08bce5df,Laptop,Cold Fusion 2021,Yes,torresandrew@pittman.com,19
343bbd67-8338-412e-9f86-8852ed05e862,Laptop,Java Platform Java 8,No,susanmoore@obrien.com,4
2032463d-df75-4777-9359-aa472033732c,Server,Mozilla Firefox 78,Yes,michaelreid@marshall.com,11
fd6d78d0-7aac-4309-ada1-062bed9b0666,Server,Microsoft SQL Server 2022,Yes,travis04@lane.com,19
a708a637-71fa-41b0-82b0-eed885e3bd99,Laptop,Cold Fusion 2018,No,danielle99@sullivan.com,14
05e1583f-5a9c-4856-b7db-f74888226b00,Server,Apple macOS Big Sur,Yes,petersonjames@castillo.com,14
3450f37b-fe41-44c4-89a6-0fcc10002d11,Server,Java Platform Java 11,No,smithjessica@ellis.org,2
ccb3bdb6-0d0f-479c-8385-d521dbf5e588,Server,VPN Software v1.0,Yes,doughertyshannon@jones.com,3
f56da1f1-67af-4964-b310-42846053c76f,Laptop,Microsoft Project 2021,No,kevin81@harris.com,19
171aad58-98d8-4169-9215-d985bf9ad719,Laptop,Apple macOS Monterey,Yes,gdavis@thornton.net,18
9bc4a7ac-a2ac-49d6-8ece-b797e75ab573,Laptop,Adobe Acrobat 2022,No,michael73@mitchell.com,16
7ca8e606-7b60-45e2-b524-2a77a56b387d,Mobile Device,Apple iOS 14,No,despinoza@morrow.info,14
61753dfe-6f96-4eab-9552-7463ff2e71e4,Laptop,Mozilla Firefox 79,No,jennifergross@baker-winters.net,9
8a2155ae-c32b-4ced-a21d-41a22c0e70e7,Mobile Device,Apple macOS Monterey,No,lynnsmith@combs.org,16
fd6ae323-ae28-44a6-b9ed-918a3ad354a4,Mobile Device,Mozilla Firefox 78,No,penningtonpatricia@hoffman.org,3
0a7bd38c-185c-4b6a-bba9-3221dd6b83ac,Laptop,Microsoft Project 2021,No,caldwellwilliam@floyd.org,14
99c40d8e-6274-4397-b673-8ded00b6d4b7,Laptop,Microsoft Project 2019,No,justin23@adams.org,15
33193854-d75a-4ed5-b56b-bd279ced4ba0,Mobile Device,Google Chrome 91,Yes,jeanette64@huffman-palmer.biz,9
6e5d9e33-29ae-47e6-aadf-307188c9f184,Server,Adobe Acrobat 2021,Yes,snyderlisa@carlson.com,20
783982f3-590c-4a13-8226-2880e88a5740,Laptop,Apple iOS 15,Yes,randerson@church.org,4
623e7449-a6ee-46e6-98e1-8aa02f7b0e85,Mobile Device,Linux RedHat 8,Yes,ericsmith@johnston.com,10
d31ca2b4-5716-465e-a4ce-4bef7e657032,Mobile Device,VPN Software v2.0,No,ccampbell@williams-mejia.biz,6
0c3417a0-679f-4452-98b9-f5dec367997e,Mobile Device,Microsoft SQL Server 2019,Yes,zachary85@perry.biz,7
884007e2-d2a1-4202-a4d4-68bf729fcd00,Mobile Device,Java Platform Java 8,No,nicholas68@curry-medina.org,1
f84d82db-bdc7-48ae-a9d6-4c81fb15fecb,Laptop,Adobe Acrobat 2021,No,adam95@young.com,2
dfc72e3b-f19c-465e-8336-874815748220,Server,Mozilla Firefox 78,Yes,rebecca14@bridges.net,1
9fdfc3db-a771-484d-8ab6-6c21cbcdd531,Laptop,Microsoft Project 2021,No,icarter@griffin.biz,4
7d6c6533-87be-425e-a69c-2998687e4002,Laptop,Adobe Acrobat 2022,Yes,kimberly91@berry.com,16
23bc4fb9-79cb-4b5c-8d49-b7b112b5f4d6,Laptop,Adobe Acrobat 2021,Yes,donald63@osborne.com,8
74663e99-5034-40d9-9c83-3cb75278c4d9,Mobile Device,Linux RedHat 8,No,pattersonariel@boone-williams.com,11
f23596d3-bf56-4796-a99a-a3a56483da89,Laptop,Microsoft SQL Server 2019,No,christopherherring@vance-jacobs.com,9
5db7f217-7d96-403c-923a-cc7dc541d220,Mobile Device,Linux RedHat 8,Yes,millercharlene@morrison.info,18
d220f6e5-ca1a-49e7-bf20-bd90e7ca6231,Server,Cold Fusion 2018,Yes,owilson@ramos-herrera.com,5
aedf0471-6eec-4489-8d60-b4c8c3784704,Server,Microsoft SQL Server 2022,Yes,barronclayton@schaefer.com,13
093c23b7-8a60-423a-90bf-dc4a250bec3d,Mobile Device,Java Platform Java 11,No,vjohnson@bauer-clayton.biz,13
6ec2c75a-ab7b-440f-81a2-aa492fce7b10,Server,Microsoft Office 365,Yes,jesus18@patterson-sanchez.com,4
43951c03-3311-4025-986c-5e02ce9011cd,Server,VPN Software v1.0,Yes,sroberson@foster.com,13
f24b330a-ef96-417c-bff3-578289ac4e95,Laptop,Cold Fusion 2021,Yes,jasminemartin@hines-hartman.org,1
ff918f2f-dc2e-4cb3-a3f3-18fc45f664c4,Server,Google Chrome 91,Yes,tina81@mcdaniel-webster.org,9
329cded6-b71f-4d04-964e-3ea39896fc5f,Laptop,Linux Ubuntu 20.04,No,martinezelizabeth@bentley.com,9
059d8c32-a87c-47cf-ba24-9ddb6088081b,Laptop,Cold Fusion 2018,No,dthompson@snyder-serrano.com,4
afa3e246-7003-435b-bf34-cbbb299cfa0f,Mobile Device,Microsoft SQL Server 2019,Yes,anne01@miller.com,9
ee8e328f-7f5c-4f74-946b-ae493ecc527b,Laptop,Microsoft Project 2019,No,dayala@livingston-nolan.info,16
243e80f3-dd67-4857-91b1-880f253032aa,Mobile Device,VPN Software v2.0,Yes,nharris@jackson.com,18
34528a1f-b843-4e8f-8f88-05255ed5629e,Mobile Device,Adobe Acrobat 2021,No,teresastanley@williamson.com,20
14a8ac03-fb01-4b74-992a-7862eea4c0ba,Mobile Device,Cold Fusion 2021,Yes,riddlelaurie@gallagher.com,3
22382b79-dd0f-4b69-9d45-9b9e6b9f72c2,Laptop,Apple macOS Monterey,No,utaylor@martinez.com,7
0c2f7f01-dd9d-4c20-af33-812914c056d6,Laptop,Microsoft SQL Server 2022,Yes,millerelizabeth@moran-chavez.info,2
d867a9e3-52dd-49f9-98fd-c727a866d85b,Mobile Device,Cold Fusion 2021,Yes,michael10@ortiz.net,20
67c63dcc-1284-4a31-b1c4-133cbd46b388,Server,Microsoft Windows 10,Yes,jesse88@moore.com,17
957df0f1-9959-4a13-b955-39a29436b7f6,Mobile Device,Apple macOS Monterey,No,tim10@wilson.net,11
55a471ba-eabc-49e2-a264-36685be5186a,Server,VPN Software v2.0,Yes,fwelch@collins.com,19
3fc57df8-baf2-422c-8593-cd6d4c69ab12,Laptop,Java Platform Java 11,No,james83@rocha.com,20
b01a0ebc-73de-4a8b-a7c5-c429b218864e,Laptop,Microsoft Project 2019,No,donna72@abbott.biz,7
096c108b-4929-4b7d-95df-eba833864e4f,Mobile Device,Apple macOS Monterey,No,alejandro51@calderon-stevenson.com,10
5dd2523b-ce53-4d6b-8bd1-9746578cec52,Server,Adobe Acrobat 2021,Yes,cummingsvernon@reyes-strickland.com,8
43674996-f37f-4376-ab44-68008534c469,Mobile Device,Microsoft SQL Server 2019,No,fwilkins@dickson.org,13
dd50a4bc-431e-4d30-be93-fb6135b0a598,Server,Mozilla Firefox 79,Yes,lauren26@ramirez.com,15
a7b7a0ee-447b-49a0-9aae-39a6e0dcca30,Mobile Device,Microsoft Office 2019,No,michaelbrooks@banks-waller.com,8
bc380f06-6ba9-4420-ae74-4d5a8b8c877c,Mobile Device,Java Platform Java 11,No,lmarsh@phillips-anderson.com,14
d1028888-29f9-44c1-8298-8e7558196718,Mobile Device,Microsoft Windows 10,Yes,tonyajenkins@pope-james.com,15
e0839c42-5a9e-4127-8094-e98b7f41ff68,Laptop,Mozilla Firefox 79,Yes,irojas@miller-briggs.com,2
9b2ddf8a-c627-4c7e-be52-009439261cae,Laptop,Google Chrome 91,Yes,joseph79@lamb-ortiz.net,13
cc45be12-a005-4a10-9c2d-b6d2c020ad63,Laptop,Linux Ubuntu 20.04,Yes,brandonbishop@spencer-cunningham.com,20
80cc716f-842c-47fb-858d-f76c873166de,Server,Java Platform Java 11,No,johnjimenez@warner.info,17
ebdfd2bf-b6c6-44fa-8f18-56437e96faca,Mobile Device,Microsoft SQL Server 2022,No,heidibray@collins-torres.net,10
2570c3da-1103-43ad-a2d2-b3e93c888c39,Laptop,Linux Ubuntu 20.04,No,hernandezbradley@simpson.com,7
2dad1a67-9c8c-4768-b212-6b714c5d02c6,Laptop,Apple iOS 14,Yes,camposdaniel@clark.com,17
c1865561-e6ab-4098-bc30-5cee5af6a855,Laptop,Adobe Acrobat 2022,Yes,manueltrujillo@ward-reyes.org,18
f8d751b0-b8de-48c6-a920-8724e5c06fdb,Laptop,Google Chrome 90,Yes,garnerbryan@daniels.biz,11
20246393-21c6-4f4a-b2d0-27c8f0a369f2,Mobile Device,Adobe Acrobat 2022,No,michaelgonzalez@carpenter-burke.biz,19
333811cc-530e-4e72-aa17-2c381f8a51b7,Server,Google Chrome 90,No,ivan24@ayala-walker.com,13
acd49476-a4bd-43d0-afea-6cf67425b17e,Mobile Device,VPN Software v1.0,Yes,robert31@ortega.info,9
a153dc47-1673-4269-b16e-016206a14715,Mobile Device,Google Chrome 90,Yes,nelsonmark@greene.com,8
3d527f4a-fa36-4533-aa27-b238cdb7b704,Mobile Device,Microsoft Windows 11,Yes,larsonglenn@rose-grant.info,17
8506f10d-d805-4557-8d76-73f0e65e1784,Laptop,VPN Software v2.0,Yes,destiny74@manning.com,10
2af7e818-0c43-4674-9eb9-6c10d3a6faa7,Laptop,VPN Software v2.0,No,tweaver@bentley.com,11
353eeb26-4e41-4a6d-8e40-47a20484da78,Laptop,Microsoft Office 365,Yes,mark33@pierce-williams.org,10
56d8ba4f-d984-4218-9f9f-a5ee72c90d0b,Server,Microsoft Project 2019,No,william75@knox.com,14
5523f3c8-6758-48c7-8dd6-bef6b9ebdfbb,Laptop,Microsoft Office 365,Yes,kristinmeadows@weaver-kelley.com,20
d9e98640-4025-4e12-a723-7fc7b90ca305,Laptop,VPN Software v1.0,Yes,loganmiller@acosta.com,7
51c6d068-7c0a-4732-bf15-d11178deaac6,Laptop,Microsoft Office 2019,No,george82@martin.com,1
8900be13-8870-41ef-8e60-c3f5e57a3e83,Laptop,Adobe Acrobat 2021,Yes,delgadoamy@barron.com,17
983f4c24-3b76-4118-8375-b57305334d52,Mobile Device,Google Chrome 90,No,davispamela@cannon.com,19
a271032d-cebc-468b-936e-1ae14b3b8b3e,Mobile Device,Java Platform Java 8,Yes,jeffrey42@morales-bailey.com,19
bc17bec0-a18b-4119-8726-8a13a5df58cd,Mobile Device,Apple iOS 15,No,tara23@clay.com,6
6114fde6-70fe-43f7-854e-ece95f862fd8,Laptop,Apple macOS Monterey,Yes,lisa91@jones.com,1
14a24ea8-29c5-44dc-a56b-c1ffa11d3f4b,Mobile Device,Cold Fusion 2018,No,anitahogan@finley.info,17
f60942ec-ab2a-4fd5-a062-3a56d0f63193,Server,Adobe Acrobat 2022,No,boothtiffany@richards.com,7
f2d2e651-10e7-4acc-88e0-d71204db8dc7,Server,Apple iOS 14,Yes,goldenangela@hernandez.biz,18
e41dd667-c461-4f51-abc1-e26040484650,Mobile Device,Java Platform Java 8,No,bryanperez@norton-simmons.info,16
89885a15-d854-465d-b6af-b23492a8ce88,Server,Google Chrome 91,Yes,zlopez@hernandez-evans.biz,16
9c86260c-9481-4368-b29b-038a271e7664,Server,Linux RedHat 8,Yes,daniel89@collier.com,8
e9adbd98-3c55-4765-82e2-2b2a650d8914,Laptop,Apple iOS 15,Yes,rgomez@beasley.net,1
d2f55a2a-6db9-42a8-80b2-dad5cebba945,Laptop,Microsoft Windows 11,Yes,jonesjeffrey@lane.com,3
ba03ccf9-425d-475c-8e74-94d87fdf7176,Mobile Device,Microsoft Project 2021,No,richard94@mcintosh.com,16
be19bc0e-2618-40ec-987c-083db7042848,Laptop,Microsoft SQL Server 2019,No,ronald51@wells.net,7
25cedaf8-2785-43ad-abdb-5582b3ef0261,Server,Microsoft SQL Server 2019,Yes,blankenshipbenjamin@shaw-wright.org,11
adcb3509-c7c2-46d9-b692-16e30a9a2dcd,Mobile Device,Java Platform Java 11,Yes,markhart@davis-noble.info,10
ac96b720-d00b-4f0d-8ee1-da4c59312927,Mobile Device,Mozilla Firefox 78,No,jon16@jordan.net,10
47194877-0b44-40ec-81a9-941c6a3905fa,Server,Microsoft Windows 11,Yes,joseperry@rocha.com,1
0a88c8fa-ff3f-4b52-a2f7-ebff144bb35f,Laptop,VPN Software v2.0,Yes,pdavidson@pena-schwartz.com,5
4c41bf6a-287c-4060-9a94-62e9001f6434,Mobile Device,VPN Software v1.0,Yes,patrick61@ellis.biz,19
da7fc51c-7e55-4452-bf8b-fa52344f31e8,Server,Java Platform Java 11,No,mckenziemendez@black.biz,3
0bc996e3-3f52-4b4e-8f01-78323fe1ab2b,Server,Microsoft SQL Server 2022,Yes,charles69@parsons-powell.com,6
cead07cc-5a80-4184-8d29-a77766ba45d4,Server,Microsoft SQL Server 2022,Yes,sparks@williams-myers.biz,17
d167bb71-1bf9-43ba-8e67-e52adaa934d6,Server,Cold Fusion 2021,No,cramirez@brooks-mendoza.net,11
c4cdfd90-9086-4b75-b48c-4d7621691c03,Server,Microsoft Office 2019,No,vargasjose@robertson.com,17
2cc92c71-0f36-4204-a541-ed819000411a,Laptop,Microsoft Office 365,No,rhoward@cook.com,10
c655894d-241a-45ea-8711-26b66055b750,Laptop,Linux Ubuntu 20.04,Yes,gfowler@leonard-hunter.org,9
ac48e806-e7e7-4483-a99e-6f3d5b74551f,Mobile Device,Microsoft SQL Server 2022,No,barberangela@bennett.com,18
e26e8d31-4cf7-432b-9bac-d7b380c20455,Laptop,Linux Ubuntu 20.04,Yes,crystal90@gilmore-peters.com,20
1ed8de5f-d999-41c3-9491-3b15fbe8a389,Mobile Device,Microsoft SQL Server 2019,Yes,keithkirk@gillespie-freeman.net,8
5a8cdd79-a1d2-409f-b1d5-a64d6325547c,Server,VPN Software v2.0,No,bellcourtney@cook.com,7
a5e38a86-a1b3-49e8-b274-445bd312f44c,Laptop,Java Platform Java 8,Yes,danieljones@harris.com,14
1c93595f-b6ee-4a8b-9937-4b19fc1edf82,Mobile Device,Java Platform Java 8,Yes,amanda69@cox-smith.com,10
13f8bc72-4e2b-4e93-a79c-c74c15855412,Laptop,Microsoft SQL Server 2019,Yes,adrianellis@larsen-clark.com,6
a533cd24-a8a6-4426-8d57-e297c4385705,Laptop,Google Chrome 90,No,qcrawford@carpenter.com,13
71dc3283-a28a-4c73-b9e0-e7a43e4eb518,Mobile Device,Mozilla Firefox 79,No,elizabethcampbell@flores.com,2
9ff695cf-a1d4-4c52-a169-5a1ec5c1b87d,Server,Adobe Acrobat 2022,No,grantlisa@soto.com,6
ac4a80e0-f54e-416e-9b3f-9253bbdef35d,Mobile Device,Microsoft Windows 10,Yes,careyjulie@flores-morse.com,18
1c572a6b-c1a4-4afe-bf65-98d17b74b549,Mobile Device,VPN Software v2.0,Yes,gburch@rowland.com,3
848cce1f-cb03-49b3-936d-aaa897242eca,Mobile Device,Apple iOS 15,Yes,brownkatherine@peters.net,14
861550ef-bbf4-49dc-9956-b4ab011219bd,Server,Cold Fusion 2021,Yes,freilly@olsen-foley.net,20
b4f7d577-4c05-4b1b-9022-f22bfd1318aa,Mobile Device,Microsoft Windows 10,No,todd47@gomez.com,12
3597e9d9-39d7-43f3-9443-4f1f990ac43b,Laptop,Apple macOS Monterey,No,zanderson@reed.com,4
de6ecae9-0e18-4424-a448-bace077d9300,Mobile Device,Microsoft Windows 11,Yes,heather00@molina.com,18
7cc1b29b-4d1d-4c89-9693-af4a7da8792e,Laptop,Apple macOS Big Sur,No,piercedavid@stone.com,2
957a8b41-bd28-46f3-810e-506642fb6820,Laptop,Microsoft Office 2019,No,omcfarland@williams-fry.com,20
4b1e0613-41c0-4798-9a04-194eb4a85420,Server,Google Chrome 91,Yes,kcastro@oneal.net,8
e126a899-339a-44b4-a13c-14c623d5cd20,Laptop,Microsoft Project 2019,Yes,nchandler@contreras-lawrence.info,13
c3e32871-de65-442a-82df-35c78dee8d4b,Laptop,Apple iOS 15,No,james03@phillips.info,19
c00a4833-d672-4b80-a687-26b37b0376ea,Laptop,Mozilla Firefox 78,Yes,melissabaker@hart.com,7
365a570e-14b1-4e3c-b862-b3d0c329ee39,Mobile Device,VPN Software v1.0,No,sarahnewton@patel-walsh.info,15
fc8484b6-a8aa-4218-a749-e864d0ebf12d,Laptop,VPN Software v1.0,Yes,brownjennifer@abbott-marshall.biz,11
85920a96-ffe3-4196-a5ee-0456d87af761,Server,Apple macOS Monterey,No,petersonjennifer@snyder.org,18
b49c7cf1-d9e5-4ddf-80ba-407137d8cc65,Laptop,Microsoft Office 2019,No,kelly33@byrd.biz,19
445d5f0b-e742-43d3-a593-3174768dcb71,Server,Google Chrome 91,Yes,archerjamie@roberson.com,10
ae5fad93-a280-4599-a3fa-387d16bb2a34,Laptop,Cold Fusion 2018,Yes,ericmartin@brown-kelly.org,8
fc85a856-ec97-4cff-8cf2-45c4bd6c91ef,Laptop,Apple iOS 14,Yes,chawkins@mendez.biz,2
07de5239-512c-4acf-aa27-528e93d02ef8,Mobile Device,Apple iOS 15,No,sarah86@wells.com,19
eaf86d4f-1173-42b4-841d-90e0d6495816,Laptop,Java Platform Java 11,Yes,qcarter@porter-jacobs.com,16
00b37836-2c0c-43ca-b9ef-41384fb4c3da,Mobile Device,Mozilla Firefox 78,No,rperez@brock.com,7
57845d35-88f6-4bc0-a286-9c6f300072aa,Laptop,Adobe Acrobat 2022,Yes,spratt@booth-parker.com,7
f17cb8a7-066f-4ab0-a47f-f65be10c3138,Laptop,Apple iOS 15,Yes,hendersonkatherine@lee.com,20
22da8130-2966-42a7-b431-e1b98816a132,Server,Microsoft SQL Server 2022,Yes,michael28@dalton.org,7
11824ef1-bc11-42db-9761-04bb4fb4082c,Server,Java Platform Java 11,No,jacqueline60@reyes.info,18
85176c85-6003-4c59-bbe7-b72e7147f3c9,Laptop,Java Platform Java 8,No,ecisneros@jones.com,4
0f718f14-fa3b-42ee-8d07-31b6b6e77937,Server,Microsoft Office 365,Yes,kathyrose@vasquez.net,7
3b1f77b5-d6b9-4679-b6cf-a1e6ade773f2,Laptop,Mozilla Firefox 78,Yes,johnwilliams@huynh.com,13
4bfb77c6-018b-4982-915b-d783ee079468,Laptop,Adobe Acrobat 2021,No,christina00@shea.info,4
d1997e8e-77ce-41d6-9b5c-0052d45ff3ac,Server,Apple iOS 14,Yes,jenniferwarren@henderson-king.com,9
05f15759-c43d-42bc-a026-0e331b922453,Mobile Device,Microsoft Project 2021,No,baileysusan@parrish.net,15
65f20ee6-6448-4273-be3d-3f55bc27f4eb,Mobile Device,Java Platform Java 8,No,kathy05@miller.net,3
513cb8fa-4f8f-40d0-b850-fd01e0d73669,Mobile Device,VPN Software v2.0,No,lisa41@smith.info,17
9f6b1634-cf56-4081-aac3-45e9cb55c429,Laptop,Microsoft SQL Server 2019,Yes,ssantiago@love.com,18
71262d77-aa61-46a0-b614-3808057b7ab0,Laptop,Cold Fusion 2018,Yes,howellhector@campbell-patel.com,18
4d443ddd-3665-48fd-88a9-101146f42d65,Mobile Device,Microsoft Windows 11,Yes,fordashley@jones.com,2
2b0712c0-c88a-45d5-a15e-dc2d1a61a5b0,Laptop,VPN Software v2.0,No,sawyerroger@smith-woods.com,5
4c46f4c9-d5bd-433a-bf97-f07716c54404,Laptop,Linux Ubuntu 20.04,No,kaitlyn57@pena-hernandez.com,6
124222d5-e4b6-4236-af3b-60f7a5fd152a,Server,Microsoft Office 365,No,jasminevillegas@rogers-doyle.com,10
3ef18505-081d-464b-b2b9-6a408a1f5f92,Server,Google Chrome 90,No,frenchrachel@colon-gutierrez.com,5
d7ece41c-fa0e-4896-abfd-5150f558cc83,Server,Google Chrome 91,No,uflores@leon.com,4
23c90309-4af6-4b03-9ea5-987bd6844a99,Mobile Device,VPN Software v2.0,No,weavermichael@burns.com,10
a8dd9310-a846-4c16-9c1c-2ae6e8fd2f84,Mobile Device,Google Chrome 90,No,williambrady@mcdaniel.biz,13
18da835e-d45d-4447-8280-f46f75a47460,Server,Microsoft Project 2021,Yes,donald10@lopez-roberts.com,17
88300360-83fa-4fe7-b799-a6bc0b2ab55b,Laptop,Microsoft Office 365,Yes,daniel70@flynn-jones.com,3
1610a890-102b-4f4a-b426-affc92439e7f,Server,Linux RedHat 8,No,teresa91@dean.biz,6
91183a85-6386-4aba-990b-ed7e44e31f6c,Laptop,Linux RedHat 8,Yes,sparkstodd@phillips-hawkins.com,12
d830dc6f-d652-4953-b57c-b3c21c7a18f3,Mobile Device,Linux RedHat 8,No,jacqueline06@griffith.net,5
78133e49-f8fb-4cff-a00a-c5c24005d0be,Mobile Device,Microsoft Project 2019,Yes,qmyers@bridges.net,6
8be57777-4b12-4001-89b7-02a7d88c2cee,Laptop,Mozilla Firefox 79,No,marydawson@patterson.com,18
c1174d9f-bfbf-4b68-9b19-2e49319d9b96,Server,Google Chrome 90,Yes,daniel27@taylor.info,12
fe830cc5-bcca-4aa9-be08-956055465a32,Server,Microsoft SQL Server 2022,Yes,christopherhayden@escobar.com,20
81f8dbb8-090c-43d7-9e69-22e404c729ae,Mobile Device,Apple macOS Monterey,No,eric98@massey-jones.net,19
b944378f-d4ef-4de6-bea6-8d9960e0a5a0,Server,Java Platform Java 11,Yes,mendozaalex@mccoy.com,2
be6e813a-8932-4c0b-a4db-37e7d37eb5cc,Laptop,Microsoft Windows 10,Yes,barbara60@ramirez.com,19
23f733b7-7f5d-4350-84fb-d691d11ec1fc,Mobile Device,Microsoft Windows 10,Yes,uaguilar@davis.com,6
444cb6e6-55c9-4664-97ca-a67ca8da164a,Mobile Device,Apple macOS Big Sur,No,msalazar@rodriguez.com,6
dde23d05-ce5e-4b64-9132-6d3790419bfb,Laptop,Apple macOS Big Sur,No,andrewrobinson@cooper.com,9
5fa77464-3413-4611-890a-6416e0488c16,Mobile Device,Java Platform Java 11,Yes,frenchchristopher@gomez.com,1
750f0a5e-3834-495b-a57d-0d6a6f901df5,Laptop,Mozilla Firefox 79,Yes,emiller@lee.org,15
eb1f34ac-f48e-45d8-8488-bc44c1b73810,Laptop,Linux Ubuntu 20.04,No,grimespatricia@robbins.com,2
3b82e0d3-2b55-4a7b-af54-25ee3e094b43,Laptop,Mozilla Firefox 79,No,christinefarrell@becker-smith.com,9
8c0f0cad-747f-4196-a799-649fd06bddbc,Mobile Device,Mozilla Firefox 78,No,paulking@bishop.com,16
bfc5e1f7-acfc-4b74-9b88-a380b923da1a,Mobile Device,Apple macOS Big Sur,Yes,nmiller@smith.info,16
6b49de92-46bd-4178-91cf-70c5096794c5,Server,Linux Ubuntu 20.04,Yes,bethwalters@lopez.com,16
c867c168-5edf-46f5-a211-274e45f67d73,Server,Adobe Acrobat 2021,No,kanderson@rivera.biz,12
809a816f-4abc-4f77-833b-c9178b71191b,Mobile Device,Linux RedHat 8,Yes,fwalker@lee-mckinney.com,10
93ce65ac-7aa7-4538-84b5-976589378852,Mobile Device,Linux Ubuntu 20.04,No,acole@carter-nielsen.biz,18
96d0cf01-5013-4df2-8aa8-d3b920cca9fb,Mobile Device,Cold Fusion 2021,No,anthonyjohnson@bradley-griffin.com,19
f08c08e1-a56f-4528-9b00-64e8f0ef1301,Mobile Device,Linux Ubuntu 20.04,No,drodriguez@conner-briggs.net,11
c7463557-71c9-4415-89e9-b4241219174b,Laptop,Java Platform Java 11,Yes,marcusdavis@williams-newton.com,13
0106809f-b5cc-4360-a684-de58e66b40c9,Mobile Device,Apple iOS 15,No,lhuang@moore.info,4
cb60d9b8-a9c7-40c4-bd27-613d5fa1844b,Laptop,Linux RedHat 8,Yes,april28@pope-walton.biz,7
fb7cfe7b-3361-4943-aee1-020df1c804d5,Laptop,Cold Fusion 2018,No,jray@mcmillan-scott.biz,12
290bab5d-f951-4c46-bf47-642ac11858e9,Laptop,Java Platform Java 8,No,tammymosley@barrera.com,8
ca3a38fb-6aac-4efc-9351-f06e8602a63a,Laptop,Adobe Acrobat 2021,No,hyu@martinez.com,1
acc00e1f-e1b4-494b-bbd9-ccc76fa653c6,Server,Microsoft Windows 10,No,gallagherdonald@thompson.com,4
56375540-5235-4af8-81d4-0d10019c1e06,Laptop,Apple macOS Monterey,No,dbeck@preston-smith.info,2
53587efb-2215-4670-b907-46b91019300b,Server,Google Chrome 91,Yes,yfreeman@kerr.biz,12
c1a5c95c-9e07-4354-9e76-f5d658b4c00b,Server,Apple iOS 15,Yes,daniel03@gonzalez.com,1
ab7cec99-736a-450e-a0cc-84d1821f1f46,Mobile Device,Apple iOS 14,No,meagan18@adkins.com,6
15f11b85-1832-4841-8f77-4900f4b6b70f,Server,Cold Fusion 2018,No,hdavis@gibbs.com,8
e06f305c-afef-4f1f-a2ba-f2dabc6cbd02,Mobile Device,Microsoft SQL Server 2019,No,juarezstephanie@lloyd.com,9
50209f3b-d1f3-4275-b9a5-4a1604083e04,Mobile Device,Google Chrome 91,No,barrettmadeline@pierce-wallace.com,13
087de304-95b7-4b41-a556-505b85000ca5,Laptop,Apple iOS 14,No,flemingrobert@jackson.com,8
ac724f0a-62a3-4581-a892-daad1bc9d9c6,Mobile Device,Microsoft SQL Server 2022,Yes,megan70@costa.net,10
e1842a36-cf42-49dc-afa8-83c55587fa4b,Laptop,VPN Software v1.0,No,rothjody@salas.com,9
b5ce8313-6917-47a6-a8f1-c69a72f3989c,Server,Google Chrome 90,Yes,gonzalezchristine@pitts.com,16
92701ece-f64a-4fba-b8c5-65a02c816c11,Laptop,Microsoft SQL Server 2022,No,nleblanc@mcintosh.info,17
